subject,organ,accept,dice,iou,tp,fp,fn,pred_vox,gt_vox,status,num_voxels,volume_mm3,is_empty,centroid_x_rel,centroid_y_rel,centroid_z_rel,bbox_x_rel,bbox_y_rel,bbox_z_rel,bbox_volume_mm3,mask_to_bbox_ratio,num_components,largest_component_fraction,touches_boundary,boundary_fraction,mean_HU,median_HU,std_HU,p05_HU,p95_HU,orig_axcodes,family,vol_err,vol_bad,iou_reject
s0034,intervertebral_discs,0,0.846,0.7331,1442,295,230,1737,1672,ok,1737,44868.09,0,0.5197,0.3502,0.5409,0.1133,0.1953,1.0,674183.81,0.0666,6,0.3172,1,0.3955,60.91,56.0,25.14,26.8,106.0,RAS,vertebrae,0.038875598086124404,0,1
s0034,kidney_left,0,0.933,0.8744,3786,165,379,3951,4165,ok,3951,102057.48,0,0.327,0.3452,0.241,0.1484,0.1211,0.5,273858.12,0.3727,1,1.0,1,0.0577,111.48,110.0,39.56,39.0,176.0,RAS,urinary,0.05138055222088835,0,1
s0034,kidney_right,0,0.9396,0.8861,5176,264,401,5440,5577,ok,5440,140519.53,0,0.6799,0.3776,0.2415,0.1641,0.1484,0.5556,412259.53,0.3409,1,1.0,1,0.0864,183.03,193.0,56.89,68.0,259.0,RAS,urinary,0.024565178411332256,0,1
s0034,liver,1,0.9628,0.9283,45424,1508,1998,46932,47422,ok,46932,1212291.0,0,0.7156,0.4787,0.6383,0.2734,0.4375,0.7222,2632674.75,0.4605,1,1.0,1,0.036,74.83,69.0,31.5,34.0,135.0,RAS,solid_abdominal,0.010332756948251866,0,0
s0034,lung_left,0,0.9275,0.8647,2295,135,224,2430,2519,ok,2430,62768.84,0,0.3817,0.2783,0.9131,0.2109,0.207,0.1667,221783.22,0.283,1,1.0,1,0.556,11.45,11.0,6.17,2.0,22.0,RAS,lung,0.03533148074632791,0,1
s0034,lung_right,0,0.9032,0.8235,2179,286,181,2465,2360,ok,2465,63672.91,0,0.6579,0.4477,0.9228,0.2109,0.5195,0.1667,556550.38,0.1144,2,0.6178,1,0.643,13.02,13.0,5.45,4.0,22.0,RAS,lung,0.04449152542372881,0,1
s0034,portal_vein_and_splenic_vein,0,0.8455,0.7324,104,33,5,137,109,ok,137,3538.82,0,0.457,0.4934,0.3986,0.2695,0.1016,0.1667,139021.34,0.0255,2,0.5182,0,0.0,49.55,56.0,29.1,16.8,91.0,RAS,great_vessel,0.25688073394495414,1,1
s0034,small_bowel,0,0.8032,0.6712,1743,147,707,1890,2450,ok,1890,48820.21,0,0.406,0.5639,0.1663,0.207,0.1836,0.3889,450411.62,0.1084,2,0.9984,1,0.0693,109.87,107.0,30.59,61.0,163.0,RAS,digestive,0.22857142857142856,1,1
s0034,spinal_cord,0,0.8932,0.807,941,165,60,1106,1001,ok,1106,28568.86,0,0.5137,0.2996,0.5152,0.0547,0.1406,1.0,234336.98,0.1219,1,1.0,1,0.0759,96.57,64.0,83.61,20.0,282.25,RAS,neuro,0.1048951048951049,1,1
s0034,spleen,0,0.9234,0.8577,11363,748,1137,12111,12500,ok,12111,312836.78,0,0.2875,0.3683,0.7264,0.25,0.2461,0.5556,1041497.75,0.3004,1,1.0,1,0.067,187.22,172.0,72.82,90.0,335.0,RAS,solid_abdominal,0.03112,0,1
s0034,stomach,0,0.7442,0.5926,192,79,53,271,245,ok,271,7000.15,0,0.3942,0.5162,0.703,0.0508,0.0664,0.1667,17125.82,0.4087,1,1.0,0,0.0,54.27,52.0,13.76,35.0,80.0,RAS,digestive,0.10612244897959183,1,1
s0034,vertebrae,0,0.9414,0.8893,5550,344,347,5894,5897,ok,5894,152246.72,0,0.5099,0.3516,0.5415,0.1133,0.1836,0.9444,598525.38,0.2544,2,0.8144,1,0.0005,62.28,62.0,18.5,33.0,94.0,RAS,vertebrae,0.0005087332541970493,0,1
s0357,aorta,0,0.9376,0.8826,9809,787,518,10596,10327,ok,10596,14228.03,0,0.4971,0.5498,0.5461,0.0391,0.0781,0.9783,48339.85,0.2943,1,1.0,1,0.0253,2063.39,2172.0,364.23,1212.0,2444.0,RAS,great_vessel,0.026048223104483393,0,1
s0357,autochthon_left,1,0.9734,0.9483,143482,4336,3494,147818,146976,ok,147818,198486.11,0,0.4088,0.3415,0.475,0.2109,0.1211,1.0,413595.75,0.4799,1,1.0,1,0.0289,879.28,909.0,182.99,481.0,1113.0,RAS,muscle,0.00572882647507076,0,0
s0357,autochthon_right,1,0.9715,0.9447,129147,4258,3309,133405,132456,ok,133405,179132.7,0,0.6131,0.345,0.4487,0.1875,0.125,1.0,379500.03,0.472,1,1.0,1,0.034,843.39,870.0,151.76,508.0,1030.0,RAS,muscle,0.00716464335326448,0,0
s0357,colon,0,0.9277,0.8652,143938,10690,11731,154628,155669,ok,154628,207630.39,0,0.4811,0.5532,0.3923,0.5938,0.3027,1.0,2910488.5,0.0713,3,0.5192,1,0.0133,923.79,899.0,400.52,295.0,1634.0,RAS,digestive,0.006687265929632746,0,1
s0357,duodenum,0,0.876,0.7794,6493,1154,684,7647,7177,ok,7647,10268.19,0,0.5591,0.5713,0.5759,0.2246,0.0762,0.3478,96357.43,0.1066,2,0.6506,0,0.0,1684.55,1692.0,354.95,1046.0,2212.0,RAS,digestive,0.06548697227253727,0,1
s0357,iliopsoas_left,1,0.9597,0.9226,49894,2547,1638,52441,51532,ok,52441,70416.39,0,0.4222,0.4779,0.345,0.1094,0.1465,0.9348,242504.91,0.2904,1,1.0,1,0.0304,783.1,830.0,209.99,335.0,1045.0,RAS,muscle,0.01763952495536754,0,0
s0357,iliopsoas_right,0,0.9415,0.8894,45202,3030,2591,48232,47793,ok,48232,64764.65,0,0.6128,0.4757,0.325,0.0977,0.1387,0.8913,195440.69,0.3314,1,1.0,1,0.0353,809.29,838.0,175.68,439.0,1047.0,RAS,muscle,0.009185445567342498,0,1
s0357,inferior_vena_cava,1,0.9513,0.9072,22717,1159,1166,23876,23883,ok,23876,32060.06,0,0.5728,0.5435,0.5142,0.084,0.082,1.0,111552.26,0.2874,1,1.0,1,0.0365,1985.61,2145.0,481.58,954.75,2529.0,RAS,great_vessel,0.0002930955072645815,0,0
s0357,intervertebral_discs,0,0.9245,0.8596,29671,2678,2168,32349,31839,ok,32349,43437.38,0,0.5195,0.4836,0.4357,0.1074,0.123,0.8696,186108.42,0.2334,3,0.3594,1,0.0469,645.9,678.0,190.97,306.0,921.6,RAS,vertebrae,0.016018091020446622,0,1
s0357,kidney_left,1,0.9681,0.9382,56895,1787,1961,58682,58856,ok,58682,78796.64,0,0.3547,0.4313,0.7546,0.1289,0.1465,0.5652,172814.95,0.456,1,1.0,1,0.0481,2420.74,2482.0,335.54,1787.0,2837.0,RAS,urinary,0.002956368084817181,0,0
s0357,kidney_right,1,0.9657,0.9337,80360,2232,3475,82592,83835,ok,82592,110902.35,0,0.6862,0.4303,0.6719,0.1621,0.1543,0.7826,316964.38,0.3499,1,1.0,1,0.0351,2342.75,2356.0,305.35,1815.0,2785.0,RAS,urinary,0.014826743007097274,0,0
s0357,liver,1,0.9761,0.9534,385170,9220,9624,394390,394794,ok,394390,529576.44,0,0.7124,0.578,0.7209,0.5098,0.3438,0.8478,2405584.25,0.2201,1,1.0,1,0.0471,2055.82,2094.0,330.01,1523.0,2531.0,RAS,solid_abdominal,0.001023318490149293,0,0
s0357,pancreas,0,0.913,0.8399,11934,1662,613,13596,12547,ok,13596,18256.35,0,0.5312,0.5945,0.6972,0.1074,0.0547,0.5435,51696.78,0.3531,1,1.0,1,0.0038,1713.25,1707.0,195.91,1408.75,2052.25,RAS,solid_abdominal,0.08360564278313541,0,1
s0357,portal_vein_and_splenic_vein,0,0.8927,0.8062,1577,297,82,1874,1659,ok,1874,2516.36,0,0.4943,0.5844,0.9474,0.0938,0.0332,0.1087,5478.52,0.4593,1,1.0,1,0.2951,2125.47,2165.0,289.98,1608.55,2559.7,RAS,great_vessel,0.1295961422543701,1,1
s0357,small_bowel,0,0.909,0.8332,50624,5507,4626,56131,55250,ok,56131,75371.22,0,0.3132,0.526,0.3208,0.2285,0.207,0.5652,432980.03,0.1741,1,1.0,1,0.0001,1392.5,1446.0,417.66,639.0,1994.0,RAS,digestive,0.015945701357466063,0,1
s0357,spinal_cord,0,0.9365,0.8806,12723,489,1236,13212,13959,ok,13212,17740.72,0,0.5159,0.4131,0.5424,0.0449,0.0859,1.0,62508.79,0.2838,1,1.0,1,0.04,432.46,397.0,189.59,179.0,765.0,RAS,neuro,0.05351386202450032,0,1
s0357,spleen,1,0.9568,0.9172,25718,1221,1102,26939,26820,ok,26939,36172.98,0,0.2124,0.4951,0.8938,0.0859,0.2363,0.2609,85787.12,0.4217,1,1.0,1,0.1345,2071.07,2105.0,206.54,1685.0,2334.0,RAS,solid_abdominal,0.004436987322893363,0,0
s0357,stomach,0,0.9336,0.8756,19024,1084,1620,20108,20644,ok,20108,27000.49,0,0.3666,0.6363,0.7509,0.168,0.0664,0.5435,98156.75,0.2751,1,1.0,1,0.0513,942.01,1072.0,593.77,95.0,1736.0,RAS,digestive,0.025963960472776593,0,1
s0357,vertebrae,1,0.949,0.9029,48728,2052,3190,50780,51918,ok,50780,68186.04,0,0.517,0.4767,0.5328,0.1016,0.1387,0.8913,203258.31,0.3355,3,0.4059,1,0.0324,800.71,800.0,150.67,561.0,1039.0,RAS,vertebrae,0.02191918024577218,0,0
s0360,adrenal_gland_left,0,0.8887,0.7997,2236,270,290,2506,2526,ok,2506,2225.08,0,0.4078,0.4336,0.4305,0.0371,0.0605,0.1979,9936.49,0.2239,1,1.0,0,0.0,203.51,211.5,48.18,110.0,272.0,RAS,urinary,0.00791765637371338,0,1
s0360,adrenal_gland_right,0,0.8343,0.7157,360,92,51,452,411,ok,452,401.33,0,0.5405,0.4173,0.461,0.0195,0.0254,0.0833,923.42,0.4346,1,1.0,0,0.0,214.29,225.0,46.9,128.55,277.45,RAS,urinary,0.09975669099756691,0,1
s0360,aorta,1,0.9496,0.904,45722,3271,1584,48993,47306,ok,48993,43500.91,0,0.4603,0.4257,0.5414,0.0977,0.1465,1.0,319644.16,0.1361,1,1.0,1,0.0158,513.57,595.0,178.9,81.0,651.0,RAS,great_vessel,0.035661438295353655,0,0
s0360,autochthon_left,1,0.9682,0.9383,181920,5667,6299,187587,188219,ok,187587,166558.58,0,0.3772,0.2329,0.3407,0.1934,0.1211,0.9062,474144.16,0.3513,1,1.0,1,0.0158,136.38,140.0,32.23,73.0,182.0,RAS,muscle,0.0033577906587538985,0,0
s0360,autochthon_right,1,0.9653,0.9329,173601,5116,7364,178717,180965,ok,178717,158682.89,0,0.5725,0.2267,0.3763,0.1777,0.1172,1.0,465401.88,0.341,1,1.0,1,0.0154,159.06,162.0,37.2,90.0,215.0,RAS,muscle,0.012422291603348713,0,0
s0360,colon,0,0.9287,0.8669,128535,8915,10825,137450,139360,ok,137450,122041.91,0,0.5123,0.5652,0.2281,0.7305,0.2598,0.6458,2738288.5,0.0446,5,0.465,1,0.027,227.16,231.0,102.08,52.0,393.0,RAS,digestive,0.013705510907003445,0,1
s0360,duodenum,0,0.9216,0.8547,36942,2445,3836,39387,40778,ok,39387,34971.73,0,0.5729,0.5261,0.1613,0.2832,0.1621,0.5,512922.31,0.0682,2,0.6574,1,0.0472,242.37,243.0,76.32,114.0,375.0,RAS,digestive,0.034111530727352984,0,1
s0360,esophagus,0,0.8445,0.7309,182,26,41,208,223,ok,208,184.68,0,0.4442,0.4481,0.8492,0.0156,0.0156,0.0521,284.13,0.65,1,1.0,0,0.0,93.17,89.0,21.51,65.0,132.0,RAS,digestive,0.06726457399103139,0,1
s0360,heart,1,0.9582,0.9197,103440,5959,3069,109399,106509,ok,109399,97135.41,0,0.3668,0.5962,0.9122,0.252,0.166,0.1979,184980.73,0.5251,1,1.0,1,0.0377,246.55,241.0,123.57,60.0,471.0,RAS,heart,0.027133857232722117,0,0
s0360,iliopsoas_left,0,0.9458,0.8971,8290,507,444,8797,8734,ok,8797,7810.86,0,0.4088,0.3579,0.0723,0.0527,0.0918,0.2292,24788.4,0.3151,1,1.0,1,0.0817,104.72,105.0,17.33,75.0,133.0,RAS,muscle,0.007213189832837188,0,1
s0360,iliopsoas_right,0,0.9294,0.8682,6954,344,712,7298,7666,ok,7298,6479.9,0,0.5694,0.3502,0.0711,0.0488,0.0859,0.2188,20510.5,0.3159,1,1.0,1,0.0788,112.93,113.0,24.81,70.0,153.0,RAS,muscle,0.048004174276024,0,1
s0360,inferior_vena_cava,0,0.8933,0.8072,31994,3837,3804,35831,35798,ok,35831,31814.36,0,0.5265,0.472,0.4188,0.0977,0.0801,0.9375,163817.62,0.1942,1,1.0,1,0.0133,288.72,300.0,137.63,89.0,490.0,RAS,great_vessel,0.0009218392088943516,0,1
s0360,intervertebral_discs,0,0.8912,0.8038,46330,5177,6132,51507,52462,ok,51507,45733.09,0,0.4824,0.3483,0.4558,0.1309,0.1699,0.9375,465801.44,0.0982,6,0.2431,1,0.035,102.74,105.0,30.82,41.0,149.0,RAS,vertebrae,0.018203652167282987,0,1
s0360,kidney_left,1,0.9642,0.931,102122,3925,3649,106047,105771,ok,106047,94159.17,0,0.3245,0.3646,0.2065,0.1621,0.1309,0.4583,217255.03,0.4334,1,1.0,1,0.0208,425.99,451.0,148.97,164.0,646.0,RAS,urinary,0.0026094108971268116,0,0
s0360,kidney_right,1,0.9589,0.9211,90399,3640,4102,94039,94501,ok,94039,83497.27,0,0.6549,0.3648,0.1257,0.1914,0.1914,0.3125,255821.86,0.3264,1,1.0,1,0.0376,374.58,383.0,160.8,78.0,631.0,RAS,urinary,0.0048888371551623795,0,0
s0360,liver,1,0.9777,0.9564,1635878,28336,46184,1664214,1682062,ok,1664214,1477656.25,0,0.6874,0.4517,0.6155,0.3613,0.4785,0.9271,3581723.75,0.4126,2,1.0,1,0.0031,221.87,212.0,56.01,151.0,325.0,RAS,solid_abdominal,0.010610786047125493,0,0
s0360,lung_left,1,0.9692,0.9403,194670,7413,4944,202083,199614,ok,202083,179429.58,0,0.2654,0.3834,0.9278,0.2754,0.3887,0.2083,498271.97,0.3601,1,1.0,1,0.0859,49.02,43.0,25.49,26.0,96.0,RAS,lung,0.012368871922811026,0,0
s0360,lung_right,1,0.9502,0.9052,142913,10813,4161,153726,147074,ok,153726,136493.38,0,0.6228,0.4361,0.9525,0.3457,0.4902,0.1771,670594.75,0.2035,1,1.0,1,0.1688,44.51,38.0,25.72,22.0,85.0,RAS,lung,0.045228932374178986,0,0
s0360,pancreas,1,0.9553,0.9144,101000,4721,4733,105721,105733,ok,105721,93869.72,0,0.4886,0.5398,0.3719,0.3555,0.1934,0.5938,911896.81,0.1029,1,1.0,0,0.0,334.79,345.0,79.69,188.0,447.0,RAS,solid_abdominal,0.00011349342211041019,0,0
s0360,portal_vein_and_splenic_vein,0,0.9138,0.8413,28048,1955,3335,30003,31383,ok,30003,26639.68,0,0.5105,0.517,0.465,0.4004,0.1953,0.3646,637068.56,0.0418,1,1.0,0,0.0,431.59,441.0,71.39,301.0,535.0,RAS,great_vessel,0.04397285154382946,0,1
s0360,small_bowel,0,0.9385,0.8842,161636,10780,10387,172416,172023,ok,172416,153088.23,0,0.3236,0.5555,0.1622,0.4746,0.2324,0.4896,1206744.5,0.1269,4,0.9491,1,0.0299,217.73,219.0,73.39,91.0,337.0,RAS,digestive,0.002284578225004796,0,1
s0360,spinal_cord,0,0.9399,0.8866,29369,2457,1299,31826,30668,ok,31826,28258.32,0,0.477,0.2935,0.4539,0.0605,0.1055,1.0,142689.14,0.198,1,1.0,1,0.0123,78.41,72.0,34.39,33.0,144.0,RAS,neuro,0.037759227859658274,0,1
s0360,spleen,1,0.9778,0.9565,606339,17200,10359,623539,616698,ok,623539,553640.56,0,0.2345,0.4208,0.567,0.2754,0.4141,0.7396,1884419.5,0.2938,1,1.0,0,0.0,460.71,460.0,91.8,310.0,616.0,RAS,solid_abdominal,0.011092949871736247,0,0
s0360,stomach,0,0.9442,0.8943,144890,9289,7830,154179,152720,ok,154179,136895.59,0,0.4495,0.588,0.6985,0.3086,0.3242,0.3438,768499.12,0.1781,1,1.0,0,0.0,363.21,344.0,112.28,199.0,577.0,RAS,digestive,0.009553431115767418,0,1
s0360,vertebrae,0,0.9366,0.8807,115738,9271,6409,125009,122147,ok,125009,110995.54,0,0.4791,0.3504,0.4489,0.1211,0.1699,1.0,459776.16,0.2414,5,0.2653,1,0.0142,105.29,108.0,32.4,45.0,154.0,RAS,vertebrae,0.023430784219014792,0,1
s0043,colon,0,0.4569,0.2961,562,159,1177,721,1739,low_dice,721,665.63,0,0.0524,0.4043,0.9358,0.041,0.36,0.0605,5409.05,0.1231,2,0.9612,0,0.0,313.12,305.0,91.86,158.0,470.0,RAS,digestive,0.5853939045428407,1,1
s0043,femur_right,1,0.9684,0.9388,175411,7374,4068,182785,179479,ok,182785,168747.75,0,0.4431,0.5116,0.5592,0.4512,0.44,0.7852,943035.75,0.1789,1,1.0,0,0.0,626.02,658.0,144.97,323.0,803.0,RAS,pelvic_bone,0.01841998228204971,0,0
s0043,gluteus_maximus_right,0,0.9124,0.8389,221974,11675,30944,233649,252918,ok,233649,215705.56,0,0.4782,0.1035,0.6045,0.4023,0.28,0.8945,609716.81,0.3538,1,1.0,1,0.0789,245.11,224.0,86.45,154.0,415.0,RAS,muscle,0.07618674827414419,0,1
s0043,gluteus_medius_right,0,0.9363,0.8803,91344,3908,8516,95252,99860,ok,95252,87936.98,0,0.5582,0.4803,0.8834,0.3496,0.6,0.2812,356947.38,0.2464,1,1.0,1,0.0,260.36,231.0,122.79,146.0,532.0,RAS,muscle,0.046144602443420786,0,1
s0043,gluteus_minimus_right,0,0.9307,0.8703,37619,2566,3039,40185,40658,ok,40185,37098.93,0,0.452,0.573,0.878,0.1973,0.44,0.2676,140518.03,0.264,1,1.0,1,0.0,236.61,214.0,110.01,135.0,462.0,RAS,muscle,0.011633626838506567,0,1
s0043,hip_right,0,0.9454,0.8965,149161,8092,9136,157253,158297,ok,157253,145176.52,0,0.2303,0.4596,0.7302,0.4492,0.88,0.5879,1406094.25,0.1032,1,1.0,1,0.0013,576.75,586.0,149.73,308.0,809.0,RAS,pelvic_bone,0.006595197634825676,0,1
s0043,iliac_artery_left,0,0.849,0.7377,3130,410,703,3540,3833,ok,3540,3268.14,0,0.2016,0.8368,0.8021,0.1582,0.36,0.3281,113066.58,0.0289,1,1.0,1,0.0,169.77,143.0,130.75,57.0,355.05,RAS,great_vessel,0.07644142968953822,0,1
s0043,iliac_vena_left,0,0.8624,0.7581,6188,875,1099,7063,7287,ok,7063,6520.59,0,0.1559,0.7334,0.8133,0.1309,0.44,0.3281,114307.36,0.057,1,1.0,1,0.0,258.9,258.0,128.11,67.0,471.0,RAS,great_vessel,0.03073967339097022,0,1
s0043,iliopsoas_right,0,0.9415,0.8894,104476,6914,6075,111390,110551,ok,111390,102835.63,0,0.3266,0.7603,0.779,0.3066,0.52,0.6152,593541.38,0.1733,1,1.0,1,0.0152,194.65,190.0,75.76,87.0,321.0,RAS,muscle,0.007589257446789265,0,1
s0043,prostate,0,0.9131,0.8401,3026,281,295,3307,3321,ok,3307,3053.03,0,0.015,0.4415,0.6484,0.0391,0.2,0.1094,5169.94,0.5905,1,1.0,1,0.0517,224.56,223.0,33.03,172.0,279.0,RAS,reproductive,0.004215597711532671,0,1
s0043,sacrum,0,0.0707,0.0367,11,38,251,49,262,low_dice,49,45.24,0,0.1071,0.04,0.9866,0.0215,0.04,0.0137,71.09,0.6364,1,1.0,1,0.0,130.08,0.0,244.18,0.0,635.0,RAS,pelvic_bone,0.8129770992366412,1,1
s0043,urinary_bladder,1,0.9593,0.9218,30676,2125,477,32801,31153,ok,32801,30282.0,0,0.0375,0.6106,0.8018,0.0996,0.44,0.2051,54381.3,0.5568,1,1.0,1,0.021,157.44,143.0,65.86,82.0,283.0,RAS,urinary,0.052900202227714826,0,0
s0047,colon,0,0.9005,0.8189,5147,325,813,5472,5960,ok,5472,12698.78,0,0.8796,0.4709,0.939,0.0859,0.1387,0.087,28999.26,0.4379,1,1.0,1,0.0576,45.53,41.0,30.15,9.0,100.0,RAS,digestive,0.08187919463087248,0,1
s0047,femur_left,0,0.8607,0.7555,84630,16270,11118,100900,95748,ok,100900,234156.97,0,0.3787,0.5632,0.6309,0.3828,0.2773,1.0,2971106.0,0.0788,1,1.0,1,0.0768,61.17,60.0,19.9,31.0,95.0,RAS,pelvic_bone,0.0538079124368133,0,1
s0047,gluteus_maximus_left,0,0.6248,0.4543,41247,3080,46465,44327,87712,ok,44327,102868.94,0,0.6362,0.3357,0.9087,0.418,0.1562,0.1957,357570.91,0.2877,1,1.0,1,0.1638,61.0,60.0,14.22,41.0,85.0,RAS,muscle,0.49463015322874865,1,1
s0047,gluteus_maximus_right,0,0.9073,0.8303,54299,6022,5079,60321,59378,ok,60321,139985.95,0,0.4526,0.3074,0.8726,0.3145,0.1621,0.2174,310112.94,0.4514,1,1.0,1,0.0268,77.5,77.0,16.13,52.0,105.0,RAS,muscle,0.015881302839435483,0,1
s0047,hip_left,0,0.8359,0.7181,16932,2935,3711,19867,20643,ok,19867,46105.02,0,0.636,0.509,0.8851,0.3145,0.4238,0.2174,810777.19,0.0569,3,0.9313,1,0.146,62.55,60.0,19.76,35.0,100.0,RAS,pelvic_bone,0.03759143535338856,0,1
s0047,hip_right,0,0.7601,0.6131,3521,1276,946,4797,4467,ok,4797,11132.32,0,0.9224,0.6434,0.8251,0.1484,0.3086,0.1087,139333.84,0.0799,1,1.0,1,0.0025,58.91,58.0,13.41,38.0,83.0,RAS,pelvic_bone,0.07387508394895903,0,1
s0047,iliopsoas_left,0,0.8758,0.779,17003,1898,2926,18901,19929,ok,18901,43863.24,0,0.481,0.7312,0.917,0.209,0.209,0.1522,185986.53,0.2358,1,1.0,1,0.1697,74.32,79.0,23.08,34.0,106.0,RAS,muscle,0.051583120076270764,0,1
s0047,prostate,0,0.9258,0.8619,24285,1701,2191,25986,26476,ok,25986,60305.28,0,0.8561,0.6146,0.8942,0.1914,0.1582,0.1087,92107.93,0.6547,1,1.0,1,0.0,163.05,159.0,45.65,93.0,252.0,RAS,reproductive,0.018507327390844538,0,1
s0047,urinary_bladder,0,0.8522,0.7424,10797,2686,1060,13483,11857,ok,13483,31289.78,0,0.8664,0.7019,0.9531,0.1738,0.2148,0.087,90877.97,0.3443,2,0.9962,1,0.2477,174.69,187.0,58.04,70.0,247.0,RAS,urinary,0.13713418233954627,1,1
s0368,brain,1,0.9895,0.9792,1573319,16506,16963,1589825,1590282,ok,1589825,1589825.0,0,0.4945,0.4219,0.6127,0.7604,0.625,0.5586,3340480.0,0.4759,1,1.0,0,0.0,309.98,317.0,132.76,71.0,502.0,RAS,neuro,0.0002873704160645722,0,0
s0368,intervertebral_discs,0,0.725,0.5686,2669,1082,943,3751,3612,ok,3751,3751.0,0,0.4932,0.4754,0.1032,0.1198,0.0781,0.2109,24840.0,0.151,4,0.2714,1,0.0,310.76,319.0,86.74,146.0,442.0,RAS,vertebrae,0.0384828349944629,0,1
s0368,spinal_cord,0,0.8899,0.8016,7605,727,1155,8332,8760,ok,8332,8332.0,0,0.4942,0.4162,0.1561,0.0781,0.0664,0.3203,20910.0,0.3985,1,1.0,1,0.0112,318.0,343.0,91.43,113.55,426.0,RAS,neuro,0.04885844748858448,0,1
s0368,vertebrae,0,0.84,0.7242,9464,1852,1753,11316,11217,ok,11316,11316.0,0,0.4943,0.475,0.1441,0.125,0.082,0.332,42840.0,0.2641,5,0.2907,1,0.0183,243.75,240.0,71.45,134.0,369.0,RAS,vertebrae,0.008825889275207275,0,1
s0369,humerus_right,0,0.9084,0.8321,65940,3559,9743,69499,75683,ok,69499,43002.54,0,0.4806,0.4857,0.6694,0.5563,0.4,0.5281,111679.51,0.3851,1,1.0,0,0.0,29.67,26.0,21.77,8.0,63.0,RAS,shoulder_bone,0.08170923457051121,0,1
s0378,brain,1,0.9737,0.9488,150385,4635,3485,155020,153870,ok,155020,418553.91,0,0.4605,0.2421,0.8835,0.55,0.8333,0.3375,1026431.75,0.4078,1,1.0,1,0.099,518.65,508.0,179.04,190.0,848.0,RAS,neuro,0.007473841554559043,0,0
s0378,clavicula_left,0,0.8438,0.7297,2098,382,395,2480,2493,ok,2480,6696.0,0,0.2747,0.4251,0.0799,0.3937,0.3333,0.1562,136079.97,0.0492,1,1.0,1,0.0,234.13,229.0,96.22,96.0,424.05,RAS,shoulder_bone,0.005214600882470918,0,1
s0378,clavicula_right,0,0.8755,0.7786,2447,417,279,2864,2726,ok,2864,7732.8,0,0.6865,0.4083,0.0708,0.3812,0.4167,0.1812,191051.95,0.0405,1,1.0,1,0.0,222.61,214.0,107.58,66.0,409.0,RAS,shoulder_bone,0.05062362435803375,0,1
s0378,esophagus,0,0.8209,0.6962,204,8,81,212,285,ok,212,572.4,0,0.4452,0.1667,0.0906,0.0437,0.0417,0.0625,756.0,0.7571,1,1.0,0,0.0,207.15,208.0,31.29,153.3,253.45,RAS,digestive,0.256140350877193,1,1
s0378,intervertebral_discs,0,0.6711,0.505,1927,969,920,2896,2847,ok,2896,7819.2,0,0.4811,0.1529,0.2996,0.125,0.3333,0.4437,122687.97,0.0637,6,0.2638,1,0.0912,132.72,122.0,77.57,25.0,278.0,RAS,vertebrae,0.017211099402880226,0,1
s0378,lung_left,1,0.9551,0.914,15985,699,805,16684,16790,ok,16684,45046.79,0,0.248,0.1277,0.044,0.3063,0.4167,0.1437,121715.97,0.3701,1,1.0,1,0.1791,32.74,28.0,25.27,2.0,78.0,RAS,lung,0.00631328171530673,0,0
s0378,lung_right,0,0.9372,0.8818,12813,495,1222,13308,14035,ok,13308,35931.59,0,0.6671,0.1092,0.0504,0.2562,0.375,0.1437,91659.58,0.392,1,1.0,1,0.1814,30.7,26.0,22.76,2.0,74.0,RAS,lung,0.0517990737442109,0,1
s0378,scapula_right,0,0.8265,0.7043,917,111,274,1028,1191,ok,1028,2775.6,0,0.9657,0.1558,0.0881,0.0625,0.2917,0.0688,8316.0,0.3338,1,1.0,1,0.0,305.22,327.0,93.56,117.35,428.0,RAS,shoulder_bone,0.13685978169605373,1,1
s0378,spinal_cord,0,0.9008,0.8194,8487,693,1177,9180,9664,ok,9180,24785.99,0,0.4813,0.1035,0.4295,0.1,0.25,0.5188,86054.38,0.288,1,1.0,1,0.1351,532.34,500.0,143.06,341.0,817.0,RAS,neuro,0.05008278145695364,0,1
s0378,vertebrae,0,0.7968,0.6622,8443,1725,2581,10168,11024,ok,10168,27453.59,0,0.4793,0.1219,0.2434,0.1437,0.375,0.5687,203439.55,0.1349,8,0.2703,1,0.144,213.65,208.0,94.16,90.0,332.0,RAS,vertebrae,0.07764876632801161,0,1
s0381,liver,0,0.8924,0.8057,13368,2235,988,15603,14356,ok,15603,54729.89,0,0.6376,0.4288,0.0473,0.3147,0.1272,0.1667,112764.0,0.4853,1,1.0,1,0.3322,44.61,46.0,19.62,9.0,75.0,RAS,solid_abdominal,0.086862635831708,0,1
s0383,aorta,0,0.8908,0.8031,7409,944,872,8353,8281,ok,8353,12881.09,0,0.1956,0.5762,0.4038,0.6429,0.1289,0.0801,37556.1,0.343,1,1.0,1,0.1508,105.58,80.0,90.43,24.0,285.0,RAS,great_vessel,0.008694602101195508,0,1
s0383,autochthon_right,0,0.77,0.626,395,180,56,575,451,ok,575,886.7,0,0.5825,0.3508,0.249,0.3571,0.1465,0.5879,174063.58,0.0051,2,0.5739,1,0.0417,329.84,346.0,137.81,97.7,553.9,RAS,muscle,0.2749445676274945,1,1
